Paper No.,D,A SMILES,VOC (V),JSC (mA/cm2),FF (%),PCE max (%),Num. atoms (electron-rich unit),Num. atoms (electron-deficient unit),Num. heteroatoms (electron-rich unit),Num. heteroatoms (electron-deficient unit),Proportion of heteroatoms (electron-rich unit),Proportion of heteroatoms (electron-deficient unit),Num. rings (electron-rich unit),Num. rings (electron-deficient unit),Total num. rings,Num. S atoms (electron-rich unit),Proportion of S atoms (electron-rich unit)
845,FTAZ,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(/C=C%13/C(C(C=C(F)C(F)=C%14)=C%14C%13=O)=C(C#N)\C#N)=C%12)=C8C=C5)=C(C#N)/C#N,0.775,15.7,60.5,7.45,34,22,2,5,0.058823529,0.227272727,6,2,14,2,0.058823529
845,FTAZ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C(C(CCCCCC)=C8)=C(S7)C9=C8C(SC%10=C%11C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%10SC(/C=C%15C(C(C=C(F)C(F)=C%16)=C%16C\%15=C(C#N)/C#N)=O)=C%14)=C%11C(CCCCCC)=C9,0.902,18.5,67.2,11.2,40,22,4,5,0.1,0.227272727,8,2,16,4,0.1
845,FTAZ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C(C(CCCCCC)=C8)=C(S7)C9=C8C(SC%10=C%11C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%10SC(/C=C%15C(C(C=C(F)C(F)=C%16)=C%16C\%15=C(C#N)/C#N)=O)=C%14)=C%11C(CCCCCC)=C9,0.9,19.7,69.3,12.3,40,22,4,5,0.1,0.227272727,8,2,16,4,0.1
856,PTZPF,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(S7)C(OCC(CC)CCCC)=C9C(SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14/C(C(C=CC=C%15)=C%15C%14=O)=C(C#N)\C#N)=C%13)=C8OCC(CCCC)CC)=C(C#N)/C#N,0.93,12.27,49,5.63,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
856,PTZPF,O=C1C2=C(C=C(F)C=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(S7)C(OCC(CC)CCCC)=C9C(SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14/C(C(C=C(F)C=C%15)=C%15C%14=O)=C(C#N)\C#N)=C%13)=C8OCC(CCCC)CC)=C(C#N)/C#N,0.88,16.64,49,7.27,34,22,4,4,0.117647059,0.181818182,7,2,15,4,0.117647059
866,PBDT-TDZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,1.02,15.91,58.1,9.43,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
866,PBDTS-TDZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,1.08,17.01,55.9,10.26,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
866,PBDT-TDZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,1.01,17.15,67.7,11.72,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
866,PBDTS-TDZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,2.13,9.1,61.5,11.92,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
866,PBDTS-TDZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,2.14,9.31,63.5,12.66,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
866,PBDTS-TDZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,1.1,17.78,65.4,12.8,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
866,PBDTS-TDZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,2.13,9.77,64.1,13.35,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
869,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.74,17.14,62.76,7.96,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
869,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.78,16.78,66.7,8.73,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
869,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.84,21.29,63.41,11.34,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
869,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.85,21.47,70.03,12.78,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
869,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.87,20.68,73.87,13.29,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
869,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.87,20.73,80.79,14.57,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
870,J61,O=C1/C(C2=CC=C(C3=C(CC(CCCC)CCCCCC)C=C(/C=C4/C(C(C=CC=C5)=C5C4=O)=C(C#N)\C#N)S3)C=C2N1CC(CCCCCC)CCCC)=C6C7=CC=C(C8=C(CC(CCCC)CCCCCC)C=C(/C=C9/C(C(C=CC=C%10)=C%10C9=O)=C(C#N)\C#N)S8)C=C7N(CC(CCCCCC)CCCC)C\6=O,0.83,6.36,53,2.82,30,22,4,3,0.133333333,0.136363636,4,2,10,0,0
872,PTB7-Th,O=C(N1CC(CCCC)CCCCCC)C2=C(C3=CC=C(/C=C(C#N)/C#N)S3)N(CC(CCCC)CCCCCC)C(C2=C1C(S4)=CC=C4C(C=C5)=CC6=C5C(C=CC=C7)=C7C86C9=C(C=CC=C9)C%10=C8C=CC=C%10)=O,0.74,1.09,31.52,0.26,41,28,0,6,0,0.214285714,6,4,10,0,0
872,PTB7-Th,O=C(N1CC(CCCC)CCCCCC)C2=C(C3=CC=C(/C=C(C#N)/C#N)S3)N(CC(CCCC)CCCCCC)C(C2=C1C(S4)=CC=C4C(C=C5)=CC6=C5C(C=CC(C7=CC=C(S7)C8=C9C(N(C(C%10=CC=C(/C=C(C#N)/C#N)S%10)=C9C(N8CC(CCCC)CCCCCC)=O)CC(CCCC)CCCCCC)=O)=C%11)=C%11C%126C%13=C(C=CC=C%13)C%14=C%12C=CC=C%14)=O,0.74,3.22,41.37,0.98,41,28,0,6,0,0.214285714,6,4,14,0,0
872,PTB7-Th,O=C(N1CC(CCCC)CCCCCC)C2=C(C3=CC=C(/C=C(C#N)/C#N)S3)N(CC(CCCC)CCCCCC)C(C2=C1C(S4)=CC=C4C(C=C5)=CC6=C5C(C=CC(C7=CC=C(S7)C8=C9C(N(C(C%10=CC=C(/C=C(C#N)/C#N)S%10)=C9C(N8CC(CCCC)CCCCCC)=O)CC(CCCC)CCCCCC)=O)=C%11)=C%11C%126C%13=C(C=CC(C%14=CSC(C%15=C%16C(N(C(C%17=CC=C(/C=C(C#N)/C#N)S%17)=C%16C(N%15CC(CCCC)CCCCCC)=O)CC(CCCC)CCCCCC)=O)=C%14)=C%13)C%18=C%12C=C(C%19=CC=C(S%19)C%20=C%21C(N(C(C%22=CC=C(/C=C(C#N)/C#N)S%22)=C%21C(N%20CC(CCCC)CCCCCC)=O)CC(CCCC)CCCCCC)=O)C=C%18)=O,0.74,10.71,48.69,3.85,41,28,0,6,0,0.214285714,6,4,22,0,0
873,SM-BT-2F,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C=C(C(SC(/C=C8/C(C(C=CC=C9)=C9C8=O)=C(C#N)\C#N)=C%10)=C%10C%11(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%11=C7)=C(C#N)/C#N,0.987,5.36,30.2,1.6,28,22,2,3,0.071428571,0.136363636,5,2,13,2,0.071428571
873,SM-BT-2OR,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C=C(C(SC(/C=C8/C(C(C=CC=C9)=C9C8=O)=C(C#N)\C#N)=C%10)=C%10C%11(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%11=C7)=C(C#N)/C#N,0.962,7.1,34.1,2.33,28,22,2,3,0.071428571,0.136363636,5,2,13,2,0.071428571
873,SM-BT-2F,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C=C(C(SC(/C=C8/C(C(C=CC=C9)=C9C8=O)=C(C#N)\C#N)=C%10)=C%10C%11(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%11=C7)=C(C#N)/C#N,0.983,6.74,41.7,2.76,28,22,2,3,0.071428571,0.136363636,5,2,13,2,0.071428571
873,SM-BT-2OR,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C=C(C(SC(/C=C8/C(C(C=CC=C9)=C9C8=O)=C(C#N)\C#N)=C%10)=C%10C%11(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%11=C7)=C(C#N)/C#N,0.939,13.57,56.5,7.2,28,22,2,3,0.071428571,0.136363636,5,2,13,2,0.071428571
879,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)C%13=C8,0.8,14.2,57,6.76,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
879,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.87,15.4,63,8.71,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
883,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.902,15.06,69,9.38,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
887,J61,S=C(S/1)N(CC)C(C1=C/C2=C(N=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=N5)C5=C(S2)C6=CC7=C(C=C6)C8=C(C=C(C9=C%10C(N=C(C%11=CC=CC=C%11)C(C%12=CC=CC=C%12)=N%10)=C(/C=C%13C(N(CC)C(S\%13)=S)=O)S9)C=C8)C7(CCCCCCCC)CCCCCCCC)=O,1.05,10.92,51,5.81,37,48,2,7,0.054054054,0.145833333,5,5,13,2,0.054054054
896,P3HT,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)C2=C(C3=NC=C(I)S3)N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=C1C4=NC=C(C5=C(C)C(C)=C(I)S5)S4)=O,0.72,1.72,46.3,0.58,16,35,2,4,0.125,0.114285714,2,1,5,2,0.125
898,FTAZ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)C%13=C8,0.751,17.19,70.07,9.06,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
898,FTAZ,O=C(C(C=CC(OC)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC(OC)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)C%13=C8,0.962,16.34,68.33,10.7,34,31,4,4,0.117647059,0.129032258,7,2,15,4,0.117647059
900,PTB7-Th,O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC(C3=C4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10C=C%11C(C=C(/C=C%12/C(C(C=CC=C%13)=C%13C%12=O)=C(C#N)\C#N)S%11)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,0.808,11.33,39.53,3.62,40,22,2,3,0.05,0.136363636,7,2,15,2,0.05
900,PTB7-Th,O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC(C3=C4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10C=C%11C(C=C(/C=C%12/C(C(C=CC=C%13)=C%13C%12=O)=C(C#N)\C#N)S%11)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,0.831,11.45,46.73,4.45,40,22,2,3,0.05,0.136363636,7,2,15,2,0.05
903,PTB7-Th,FC(C(F)=C1)=CC2=C1C(C(/C2=C(C#N)\C#N)=C\C3=CC(S4)C(S3)C5=C4C(S6)=C(OC5(C7=CC=C(CCCCCC)C=C7)C8=CC(CCCCCC)=CC=C8)C9C6C(OC(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC%14C%12SC(/C=C%15/C(C(C=C(F)C(F)=C%16)=C%16C%15=O)=C(C#N)\C#N)=C%14)=C%13S9)=O,0.69,23.84,63.8,10.48,42,26,8,3,0.19047619,0.115384615,8,2,16,6,0.142857143
905,PBDB-TF,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8)=C9C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13,0.993,13.01,57,7.4,28,22,2,3,0.071428571,0.136363636,5,2,13,2,0.071428571
905,PBDB-TF,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)/C#N)C3=C/C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(/C=C%11C(C(C=C(C=CC=C%12)C%12=C%13)=C%13C\%11=C(C#N)\C#N)=O)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15,0.946,16.58,78,12.2,28,28,2,3,0.071428571,0.107142857,5,3,15,2,0.071428571
906,PBDB-T,O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\C2=CC=C(C3=NSN=C32)C(C=C4)=CC5=C4C(C=CC(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C86)=C9)=C9C5%10C%11=C(C=C(OCCCCCCCC)C=C%11)C%12=C%10C=CC(OCCCCCCCC)=C%12,0.97,13.65,70.9,9.39,41,32,0,8,0,0.25,6,3,12,0,0
906,PBDB-T:PTB7-Th(0.9:0.1),O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\C2=CC=C(C3=NSN=C32)C(C=C4)=CC5=C4C(C=CC(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C86)=C9)=C9C5%10C%11=C(C=C(OCCCCCCCC)C=C%11)C%12=C%10C=CC(OCCCCCCCC)=C%12,0.96,14.61,71.1,9.97,41,32,0,8,0,0.25,6,3,12,0,0
906,PTB7-Th,O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\C2=CC=C(C3=NSN=C32)C(C=C4)=CC5=C4C(C=CC(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C86)=C9)=C9C5%10C%11=C(C=C(OCCCCCCCC)C=C%11)C%12=C%10C=CC(OCCCCCCCC)=C%12,0.91,17.11,64.9,10.1,41,32,0,8,0,0.25,6,3,12,0,0
906,PBDB-T:PTB7-Th(0.7:0.3),O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\C2=CC=C(C3=NSN=C32)C(C=C4)=CC5=C4C(C=CC(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C86)=C9)=C9C5%10C%11=C(C=C(OCCCCCCCC)C=C%11)C%12=C%10C=CC(OCCCCCCCC)=C%12,0.95,15.96,71.5,10.84,41,32,0,8,0,0.25,6,3,12,0,0
906,PBDB-T:PTB7-Th(0.1:0.9),O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\C2=CC=C(C3=NSN=C32)C(C=C4)=CC5=C4C(C=CC(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C86)=C9)=C9C5%10C%11=C(C=C(OCCCCCCCC)C=C%11)C%12=C%10C=CC(OCCCCCCCC)=C%12,0.92,17.42,68.8,11.03,41,32,0,8,0,0.25,6,3,12,0,0
906,PBDB-T:PTB7-Th(0.5:0.5),O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\C2=CC=C(C3=NSN=C32)C(C=C4)=CC5=C4C(C=CC(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C86)=C9)=C9C5%10C%11=C(C=C(OCCCCCCCC)C=C%11)C%12=C%10C=CC(OCCCCCCCC)=C%12,0.94,17.05,72.3,11.59,41,32,0,8,0,0.25,6,3,12,0,0
906,PBDB-T:PTB7-Th(0.3:0.7),O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\C2=CC=C(C3=NSN=C32)C(C=C4)=CC5=C4C(C=CC(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C86)=C9)=C9C5%10C%11=C(C=C(OCCCCCCCC)C=C%11)C%12=C%10C=CC(OCCCCCCCC)=C%12,0.93,17.86,73.9,12.27,41,32,0,8,0,0.25,6,3,12,0,0
907,J71,O=C1C2=C(C=CC=C2)C(/C1=C/C=C/C3=CC(S4)=C(S3)C5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C/C=C%14/C(C(C=CC=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C6)=C(C#N)\C#N,0.89,14.47,57.64,7.34,34,26,4,3,0.117647059,0.115384615,7,2,15,4,0.117647059
907,J71,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C=C/C3=CC(S4)=C(S3)C5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C/C=C%14/C(C(C=C(F)C(F)=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C6)=C(C#N)\C#N,0.78,19.81,49.48,7.64,34,26,4,3,0.117647059,0.115384615,7,2,15,4,0.117647059
907,J71,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C=C/C3=CC(S4)=C(S3)C5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C/C=C%14/C(C(C=C(F)C(F)=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C6)=C(C#N)\C#N,0.8,22.83,52.66,9.61,34,26,4,3,0.117647059,0.115384615,7,2,15,4,0.117647059
